[2025-12-22 13:18:43] >>> Recording Started <<<
[2025-12-22 13:18:43] [Google Gemini - Google Chrome] MouseMove: dx=79, dy=81
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=5
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=4
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:29] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=5
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=4
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=4
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=4
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:30] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=1
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:31] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-13, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-13, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-14, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-11, dy=-6
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=-6
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=-3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=-7
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-6
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-8
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-1
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-14, dy=-6
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-10, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-8
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-11, dy=-7
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-4
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:32] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-10
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-11
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-14
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-12
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-14
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-15
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-13
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-14
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-10
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-12
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-10
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-7
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-7
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-6
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=4
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=1
[2025-12-22 13:19:33] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-14, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-10, dy=0
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-15, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-11, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-9
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-10
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-8
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-8
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-10
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-9
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-10
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-12
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=-12
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-11
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-12
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=7, dy=-12
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-6
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-6
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=-9
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-6
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-7
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-8
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=11, dy=-5
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-4
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=7, dy=-5
[2025-12-22 13:19:34] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=-4
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=-5
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-4
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-5
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-4
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=3
[2025-12-22 13:19:35] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=2
